# CRC MEDLANKY DEFAULT (Data loaded from a file)
# 727 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (22,9 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
12.384,485.63,-6.207,-1.097,8.786,9.676,277.859,0.163,277.859,0.034,1.219,9.613,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.027,3.909e5,0,11.112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.411e-4,NaN,NaN,NaN,NaN,5,9.891,922.7,337.293,0.058,0.089
12.436,485.302,-6.277,-1.335,8.546,8.629,277.911,0.164,277.911,0.034,0.771,8.525,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.026,3.803e5,0,10.295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.183e-4,NaN,NaN,NaN,NaN,5.028,9.893,922.7,337.294,0.052,0.09
12.507,484.854,-6.38,-1.454,8.298,7.928,277.946,0.164,277.946,0.034,0.22,7.793,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.025,3.692e5,0,9.785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.093e-4,NaN,NaN,NaN,NaN,5.086,9.896,922.7,337.296,0.071,0.09
12.617,484.141,-6.544,-1.486,8.054,7.306,277.927,0.165,277.927,0.034,0.57,7.154,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.025,3.584e5,0,9.399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.094e-4,NaN,NaN,NaN,NaN,5.265,9.898,922.8,337.297,0.11,0.09
12.696,483.621,-6.676,-1.672,7.877,5.999,277.864,0.165,277.865,0.034,1.023,5.761,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.024,3.506e5,0,8.538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.297e-4,NaN,NaN,NaN,NaN,5.205,9.903,922.9,337.3,0.079,0.09
12.817,482.797,-6.877,-1.652,7.746,5.375,277.702,0.166,277.702,0.034,1.645,5.115,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.447e5,0,8.246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.539e-4,NaN,NaN,NaN,NaN,5.21,9.906,922.9,337.302,0.122,0.09
12.902,482.211,-7.024,-1.749,7.572,4.07,277.551,0.166,277.551,0.034,1.955,3.675,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.022,3.37e5,0,7.586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.982e-4,NaN,NaN,NaN,NaN,4.782,9.912,923,337.305,0.084,0.09
13.102,480.776,-7.338,-1.569,7.646,3.648,277.094,0.166,277.094,0.034,2.613,3.294,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.022,3.403e5,0,7.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.279e-4,NaN,NaN,NaN,NaN,4.763,9.916,923.1,337.308,0.2,0.09
13.337,479.016,-7.596,-1.097,7.757,2.812,276.406,0.167,276.406,0.035,3.224,2.59,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.453e5,0,7.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.966e-4,NaN,NaN,NaN,NaN,4.795,9.925,923.2,337.313,0.236,0.09
13.664,476.502,-7.805,-0.641,7.872,2.128,275.246,0.167,275.246,0.035,3.886,2.029,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.505e5,0,8.041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.633e-4,NaN,NaN,NaN,NaN,4.906,9.936,923.4,337.32,0.326,0.09
14.103,473.05,-7.918,-0.255,7.935,1.417,273.405,0.167,273.405,0.035,4.498,1.394,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.533e5,0,8.268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.352e-4,NaN,NaN,NaN,NaN,5.026,9.953,923.7,337.33,0.439,0.09
14.446,470.328,-7.944,-0.078,7.945,0.148,271.854,0.168,271.854,0.035,4.541,0.126,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.539e5,0,8.334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.998e-4,NaN,NaN,NaN,NaN,4.601,9.975,924.1,337.344,0.343,0.09
14.946,466.357,-7.943,0.003,7.944,0.506,269.52,0.167,269.52,0.036,4.795,0.506,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.024,3.539e5,0,8.413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.952,9.993,924.4,337.355,0.5,0.09
15.446,462.386,-7.94,0.005,7.942,0.543,267.055,0.167,267.055,0.036,5.066,0.543,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.024,3.539e5,0,8.417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.235,10.019,924.8,337.37,0.5,0.09
15.946,458.414,-7.946,-0.011,7.946,0.176,264.544,0.167,264.544,0.036,4.979,0.175,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.024,3.542e5,0,8.392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.925,10.044,925.3,337.386,0.5,0.09
16.446,454.442,-7.943,0.005,7.943,0.013,262.056,0.167,262.056,0.036,4.973,0.012,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.024,3.542e5,0,8.404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.97,10.07,925.7,337.402,0.5,0.09
16.946,450.471,-7.942,0.003,7.942,0.045,259.575,0.167,259.575,0.037,4.95,0.045,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.024,3.543e5,0,8.402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.937,10.096,926.2,337.417,0.5,0.09
17.446,446.501,-7.938,0.008,7.938,0.32,257.06,0.166,257.06,0.037,5.11,0.32,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.024,3.542e5,0,8.411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.21,10.122,926.6,337.433,0.5,0.09
17.946,442.532,-7.938,4.647e-4,7.938,0.274,254.471,0.166,254.471,0.037,5.247,0.274,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.024,3.543e5,0,8.404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.333,10.148,927.1,337.448,0.5,0.09
18.446,438.563,-7.937,8.446e-4,7.937,0.141,251.865,0.166,251.865,0.038,5.177,0.141,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.024,3.544e5,0,8.401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.134,10.174,927.5,337.464,0.5,0.09
18.946,434.596,-7.931,0.012,7.932,0.439,249.331,0.166,249.331,0.038,4.958,0.438,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.024,3.543e5,0,8.419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.823,10.199,928,337.48,0.5,0.09
19.446,430.63,-7.935,-0.008,7.935,0.154,246.872,0.166,246.872,0.038,4.88,0.154,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.024,3.545e5,0,8.394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.833,10.225,928.4,337.495,0.5,0.09
19.946,426.663,-7.932,0.005,7.932,0.103,244.418,0.165,244.419,0.039,4.932,0.103,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.024,3.545e5,0,8.405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.964,10.251,928.8,337.511,0.5,0.09
20.446,422.697,-7.931,0.002,7.931,0.028,241.956,0.165,241.956,0.039,4.918,0.028,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.024,3.546e5,0,8.402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.91,10.277,929.3,337.527,0.5,0.09
20.946,418.732,-7.929,0.005,7.929,0.181,239.474,0.165,239.474,0.039,5.008,0.181,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.024,3.546e5,0,8.406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.065,10.302,929.7,337.542,0.5,0.09
21.446,414.768,-7.927,0.003,7.927,0.222,236.998,0.165,236.998,0.04,4.897,0.222,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.546e5,0,8.405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.829,10.328,930.2,337.558,0.5,0.09
21.946,410.804,-7.926,0.002,7.926,0.18,234.527,0.164,234.527,0.04,4.987,0.18,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.547e5,0,8.403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.043,10.354,930.6,337.573,0.5,0.09
22.446,406.842,-7.925,0.002,7.925,0.096,232.021,0.164,232.021,0.041,5.035,0.096,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.547e5,0,8.402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.065,10.38,931.1,337.589,0.5,0.09
22.946,402.88,-7.919,0.012,7.92,0.425,229.451,0.164,229.451,0.041,5.247,0.425,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.546e5,0,8.418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.378,10.406,931.5,337.605,0.5,0.09
23.446,398.92,-7.922,-0.006,7.922,0.196,226.852,0.164,226.852,0.041,5.149,0.196,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.548e5,0,8.396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.089,10.431,931.9,337.62,0.5,0.09
23.946,394.961,-7.914,0.017,7.915,0.516,224.342,0.164,224.342,0.042,4.891,0.516,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.546e5,0,8.426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.734,10.457,932.4,337.636,0.5,0.09
24.446,391.003,-7.918,-0.007,7.918,0.35,221.852,0.163,221.852,0.042,5.067,0.35,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.549e5,0,8.399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.175,10.483,932.8,337.651,0.5,0.09
24.946,387.045,-7.917,0.002,7.917,0.218,219.346,0.163,219.346,0.043,4.958,0.218,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.549e5,0,8.403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.891,10.508,933.3,337.667,0.5,0.091
25.446,383.086,-7.916,0.002,7.916,0.137,216.85,0.163,216.85,0.043,5.026,0.137,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.55e5,0,8.402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.069,10.534,933.7,337.683,0.5,0.091
25.946,379.129,-7.914,0.004,7.914,0.154,214.356,0.163,214.356,0.043,4.949,0.154,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.55e5,0,8.404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.902,10.56,934.2,337.698,0.5,0.091
26.446,375.172,-7.912,0.004,7.912,0.197,211.906,0.162,211.906,0.044,4.85,0.197,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.551e5,0,8.405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.79,10.586,934.6,337.714,0.5,0.091
26.946,371.216,-7.912,0.001,7.912,0.059,209.489,0.162,209.489,0.044,4.821,0.059,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.551e5,0,8.401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.803,10.611,935,337.729,0.5,0.091
27.446,367.262,-7.905,0.014,7.906,0.465,207.02,0.162,207.02,0.045,5.053,0.465,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.55e5,0,8.422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.196,10.637,935.5,337.745,0.5,0.091
27.946,363.309,-7.91,-0.011,7.91,0.028,204.497,0.162,204.497,0.045,5.04,0.026,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.553e5,0,8.391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.033,10.663,935.9,337.761,0.5,0.091
28.446,359.355,-7.904,0.012,7.904,0.351,202.021,0.162,202.021,0.046,4.865,0.351,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.551e5,0,8.416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.758,10.688,936.4,337.776,0.5,0.091
28.946,355.403,-7.906,-0.005,7.906,0.029,199.585,0.161,199.585,0.046,4.879,0.028,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.553e5,0,8.395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.888,10.714,936.8,337.792,0.5,0.091
29.446,351.451,-7.901,0.01,7.902,0.311,197.106,0.161,197.107,0.047,5.034,0.311,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.553e5,0,8.413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.13,10.74,937.2,337.807,0.5,0.091
29.946,347.5,-7.903,-0.003,7.903,0.104,194.602,0.161,194.602,0.047,4.982,0.104,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.554e5,0,8.398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.951,10.766,937.7,337.823,0.5,0.091
30.446,343.549,-7.9,0.005,7.9,0.167,192.09,0.161,192.09,0.048,5.066,0.167,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.554e5,0,8.406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.117,10.791,938.1,337.838,0.5,0.091
30.946,339.599,-7.899,0.002,7.899,0.145,189.575,0.16,189.576,0.048,4.993,0.145,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.555e5,0,8.403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.95,10.817,938.6,337.854,0.5,0.091
31.446,335.65,-7.898,0.002,7.898,0.076,187.088,0.16,187.088,0.049,4.956,0.075,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.555e5,0,8.402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.933,10.843,939,337.87,0.5,0.091
31.946,331.702,-7.895,0.007,7.895,0.275,184.576,0.16,184.576,0.05,5.093,0.275,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.555e5,0,8.409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.177,10.868,939.5,337.885,0.5,0.091
32.446,327.754,-7.895,-0.001,7.895,0.091,182.018,0.16,182.018,0.05,5.138,0.091,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.556e5,0,8.399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.166,10.894,939.9,337.901,0.5,0.091
32.946,323.807,-7.894,0.004,7.894,0.013,179.451,0.16,179.451,0.051,5.132,0.012,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.556e5,0,8.403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.129,10.92,940.3,337.916,0.5,0.091
33.446,319.861,-7.892,0.004,7.892,0.158,176.904,0.159,176.905,0.052,5.053,0.158,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.557e5,0,8.405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.006,10.945,940.8,337.932,0.5,0.091
33.946,315.915,-7.89,0.003,7.89,0.195,174.402,0.159,174.402,0.052,4.955,0.195,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.557e5,0,8.405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.897,10.971,941.2,337.947,0.5,0.091
34.446,311.971,-7.889,0.002,7.889,0.121,171.94,0.159,171.94,0.053,4.895,0.121,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.558e5,0,8.402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.859,10.997,941.7,337.963,0.5,0.091
34.946,308.027,-7.886,0.006,7.886,0.27,169.459,0.159,169.459,0.054,5.03,0.27,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.557e5,0,8.409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.113,11.022,942.1,337.978,0.5,0.091
35.446,304.084,-7.886,-1.48e-4,7.886,0.167,166.964,0.158,166.965,0.054,4.946,0.167,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.558e5,0,8.401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.896,11.048,942.5,337.994,0.5,0.091
35.946,300.142,-7.884,0.004,7.884,0.191,164.467,0.158,164.467,0.055,5.042,0.191,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.559e5,0,8.405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.1,11.073,943,338.009,0.5,0.091
36.446,296.2,-7.882,0.004,7.882,0.253,161.915,0.158,161.915,0.056,5.168,0.253,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.559e5,0,8.407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.245,11.099,943.4,338.025,0.5,0.091
36.946,292.26,-7.879,0.006,7.88,0.357,159.375,0.158,159.375,0.057,4.99,0.357,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.559e5,0,8.411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.882,11.125,943.9,338.04,0.5,0.091
37.446,288.32,-7.879,-9.764e-4,7.88,0.252,156.849,0.158,156.849,0.057,5.116,0.252,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.56e5,0,8.402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.193,11.15,944.3,338.056,0.5,0.091
37.946,284.381,-7.879,7.019e-4,7.879,0.022,154.294,0.157,154.294,0.057,5.104,0.022,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.561e5,0,8.401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.098,11.176,944.7,338.072,0.5,0.091
38.446,280.442,-7.877,0.003,7.877,0.022,151.745,0.157,151.745,0.057,5.094,0.022,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.561e5,0,8.403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.088,11.202,945.2,338.087,0.5,0.091
38.946,276.504,-7.874,0.006,7.875,0.259,149.165,0.157,149.165,0.057,5.223,0.259,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.561e5,0,8.409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.302,11.227,945.6,338.103,0.5,0.091
39.446,272.567,-7.875,-9.004e-4,7.875,0.086,146.543,0.157,146.543,0.057,5.266,0.086,49.217,16.501,9.808,NaN,NaN,NaN,NaN,856,166,NaN,NaN,NaN,NaN,NaN,0.023,3.562e5,0,8.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.293,11.253,946.1,338.118,0.5,0.091
